UF,Cidade,tempmax,tempmin,Mês DPP,Município
PR,Almirante Tamandaré,"23,96","12,19",9,
PR,Almirante Tamandaré,"25,46","14,57",10,
PR,Almirante Tamandaré,"24,43","16,24",11,
PR,Almirante Tamandaré,"25,93","17,46",12,
PR,Altamira do Paraná,"30,33","19,59",1,
PR,Altamira do Paraná,"30,11","20,28",2,
PR,Altamira do Paraná,"33,02","20,5",3,
PR,Altamira do Paraná,"29,11","19,76",4,
PR,Altamira do Paraná,"24,44","13,57",5,
PR,Altamira do Paraná,"22,26","10,04",6,
PR,Altamira do Paraná,"18,41","9,06",7,
PR,Altamira do Paraná,"26,89","13,87",8,
PR,Altamira do Paraná,"28,98",16,9,
PR,Altamira do Paraná,"32,31","18,11",10,
PR,Altamira do Paraná,"30,15","18,76",11,
PR,Altamira do Paraná,"28,56","18,78",12,
PR,Alto Paraná,"31,93","22,04",1,
PR,Alto Paraná,"31,72","22,39",2,
PR,Alto Paraná,"34,2","23,26",3,
PR,Alto Paraná,"30,39","21,91",4,
PR,Alto Paraná,"25,96","16,59",5,
PR,Alto Paraná,25,"13,57",6,
PR,Alto Paraná,"22,09","12,3",7,
PR,Alto Paraná,"29,61","16,67",8,
PR,Alto Paraná,"30,04","18,96",9,
PR,Alto Paraná,"33,93","20,67",10,
PR,Alto Paraná,"31,63","20,63",11,
PR,Alto Paraná,"29,48","20,72",12,
PR,Alto Piquiri,"32,57","21,85",1,
PR,Alto Piquiri,"32,48","22,35",2,
PR,Alto Piquiri,"33,78","23,22",3,
PR,Alto Piquiri,"30,89","22,2",4,
PR,Alto Piquiri,"25,28","15,28",5,
PR,Alto Piquiri,"23,39","12,24",6,
PR,Alto Piquiri,"19,69","10,37",7,
PR,Alto Piquiri,"28,46","16,57",8,
PR,Alto Piquiri,"29,91","18,83",9,
PR,Alto Piquiri,"34,28","21,07",10,
PR,Alto Piquiri,"31,94","21,61",11,
PR,Alto Piquiri,"29,72","20,69",12,
PR,Altônia,"32,89","22,17",1,
PR,Altônia,"33,15","22,39",2,
PR,Altônia,"34,81","24,06",3,
PR,Altônia,"31,7","22,76",4,
PR,Altônia,"25,72","14,52",5,
PR,Altônia,"24,59","11,89",6,
PR,Altônia,"19,76","10,3",7,
PR,Altônia,"28,46","15,83",8,
PR,Altônia,"29,83","17,89",9,
PR,Altônia,"34,67","19,96",10,
PR,Altônia,"32,63","20,96",11,
PR,Altônia,"30,83","20,33",12,
PR,Alvorada do Sul,"33,11","21,3",1,
PR,Alvorada do Sul,"32,24","21,87",2,
PR,Alvorada do Sul,"34,43",23,3,
PR,Alvorada do Sul,"31,09","20,85",4,
PR,Alvorada do Sul,"27,48","15,57",5,
PR,Alvorada do Sul,"25,96","12,41",6,
PR,Alvorada do Sul,"23,87","13,65",7,
PR,Alvorada do Sul,"29,96","13,91",8,
PR,Alvorada do Sul,"31,2","16,93",9,
PR,Alvorada do Sul,"34,78","19,09",10,
PR,Alvorada do Sul,"32,78","19,96",11,
PR,Alvorada do Sul,"31,24","21,06",12,
PR,Amaporã,"32,07","20,98",1,
PR,Amaporã,"33,67","21,98",2,
PR,Amaporã,"35,67","22,93",3,
PR,Amaporã,"31,46","21,93",4,
PR,Amaporã,"27,48","15,65",5,
PR,Amaporã,"25,57","13,2",6,
PR,Amaporã,"22,2","11,96",7,
PR,Amaporã,"30,43","16,11",8,
PR,Amaporã,"30,67",19,9,
PR,Amaporã,"34,41","20,76",10,
PR,Amaporã,"32,57","21,28",11,
PR,Amaporã,"30,83",21,12,
PR,Ampére,"29,06","20,31",1,
PR,Ampére,"29,57","20,54",2,
PR,Ampére,"31,94","21,54",3,
PR,Ampére,"28,57","20,5",4,
PR,Ampére,"22,74","13,13",5,
PR,Ampére,"18,85","10,43",6,
PR,Ampére,"15,41","6,81",7,
PR,Ampére,"24,85","14,76",8,
PR,Ampére,"27,13","17,37",9,
PR,Ampére,"30,69","19,37",10,
PR,Ampére,"29,8","19,67",11,
PR,Ampére,"28,09","19,15",12,
PR,Anahy,"29,52","19,56",1,
PR,Anahy,"29,85","20,39",2,
PR,Anahy,"31,52","21,31",3,
PR,Anahy,"28,52","20,26",4,
PR,Anahy,23,"13,8",5,
PR,Anahy,"20,67","10,26",6,
PR,Anahy,"16,33","8,19",7,
PR,Anahy,"25,33","14,02",8,
PR,Anahy,"27,94","15,93",9,
PR,Anahy,"32,02","18,35",10,
PR,Anahy,"29,33","18,89",11,
PR,Anahy,"27,91","18,81",12,
PR,Andirá,"33,11","21,07",1,
PR,Andirá,31,"21,17",2,
PR,Andirá,"34,5","22,87",3,
PR,Andirá,"29,46","20,69",4,
PR,Andirá,"26,41","16,44",5,
PR,Andirá,25,"14,02",6,
PR,Andirá,"22,02","14,35",7,
PR,Andirá,"27,63","14,04",8,
PR,Andirá,"30,07","16,35",9,
PR,Andirá,"32,57","17,11",10,
PR,Andirá,"29,17","18,41",11,
PR,Andirá,"29,07","20,3",12,
PR,Ângulo,"31,43","22,02",1,
PR,Ângulo,"31,24","22,5",2,
PR,Ângulo,"34,04","23,35",3,
PR,Ângulo,"30,02","21,91",4,
PR,Ângulo,"25,5","16,93",5,
PR,Ângulo,"24,7","13,93",6,
PR,Ângulo,"21,87","12,5",7,
PR,Ângulo,"29,17","16,44",8,
PR,Ângulo,"29,8","18,85",9,
PR,Ângulo,"33,7","20,59",10,
PR,Ângulo,"31,3","20,28",11,
PR,Ângulo,"28,93","20,44",12,
PR,Antonina,"30,37","17,94",1,
PR,Antonina,"28,15","17,33",2,
PR,Antonina,"30,8","19,22",3,
PR,Antonina,"26,41","17,98",4,
PR,Antonina,"22,59","13,17",5,
PR,Antonina,"23,33","9,85",6,
PR,Antonina,"15,19","9,43",7,
PR,Antonina,"22,26","8,11",8,
PR,Antonina,"24,33","12,61",9,
PR,Antonina,"27,46","16,15",10,
PR,Antonina,27,"18,52",11,
PR,Antonina,"28,13","17,5",12,
PR,Antônio Olinto,"28,54","16,76",1,
PR,Antônio Olinto,"26,44","16,89",2,
PR,Antônio Olinto,"30,06","17,81",3,
PR,Antônio Olinto,"26,28","17,33",4,
PR,Antônio Olinto,"21,09","10,43",5,
PR,Antônio Olinto,"19,87","4,22",6,
PR,Antônio Olinto,"13,24","6,54",7,
PR,Antônio Olinto,"21,93","6,91",8,
PR,Antônio Olinto,"23,94","10,81",9,
PR,Antônio Olinto,"26,19","14,83",10,
PR,Antônio Olinto,"26,81","17,2",11,
PR,Antônio Olinto,"27,41","18,02",12,
PR,Apucarana,"32,3","21,83",1,
PR,Apucarana,"31,78","22,44",2,
PR,Apucarana,"34,04","23,48",3,
PR,Apucarana,"30,54","21,09",4,
PR,Apucarana,"25,93","16,78",5,
PR,Apucarana,"24,69","13,39",6,
PR,Apucarana,"21,72","13,85",7,
PR,Apucarana,"28,8","15,67",8,
PR,Apucarana,"30,43","17,91",9,
PR,Apucarana,"33,96","19,56",10,
PR,Apucarana,"31,22","20,28",11,
PR,Apucarana,"29,19","20,81",12,
PR,Arapongas,"32,52","21,78",1,
PR,Arapongas,"31,96","22,39",2,
PR,Arapongas,"34,13","23,52",3,
PR,Arapongas,"30,69","20,91",4,
PR,Arapongas,"26,09","16,83",5,
PR,Arapongas,"24,8","13,39",6,
PR,Arapongas,"21,85","14,13",7,
PR,Arapongas,"28,78","15,26",8,
PR,Arapongas,"30,59","17,67",9,
PR,Arapongas,"34,09","19,37",10,
PR,Arapongas,"31,26","20,3",11,
PR,Arapongas,"29,33","20,87",12,
PR,Arapoti,"30,59","19,93",1,
PR,Arapoti,"28,13","20,5",2,
PR,Arapoti,"31,8","21,43",3,
PR,Arapoti,"26,78","19,19",4,
PR,Arapoti,"22,26","14,69",5,
PR,Arapoti,"21,3","9,63",6,
PR,Arapoti,"18,11","10,06",7,
PR,Arapoti,"24,93","12,17",8,
PR,Arapoti,"28,65","15,83",9,
PR,Arapoti,"31,48","16,28",10,
PR,Arapoti,"29,13","18,09",11,
PR,Arapoti,"28,74","19,41",12,
PR,Arapuã,"30,46",20,1,
PR,Arapuã,"29,11","20,48",2,
PR,Arapuã,"33,91","21,39",3,
PR,Arapuã,"29,02","19,56",4,
PR,Arapuã,"24,37","14,48",5,
PR,Arapuã,"23,2","11,48",6,
PR,Arapuã,"18,98","11,46",7,
PR,Arapuã,"26,31","13,54",8,
PR,Arapuã,"28,3","16,78",9,
PR,Arapuã,"32,3","18,02",10,
PR,Arapuã,"30,46","19,33",11,
PR,Arapuã,"28,59","18,83",12,
PR,Araucária,"28,61","17,5",1,
PR,Araucária,"26,37","17,44",2,
PR,Araucária,"29,59","19,11",3,
PR,Araucária,"25,83","17,78",4,
PR,Araucária,"20,85","11,48",5,
PR,Araucária,"20,39","6,85",6,
PR,Araucária,"13,78","7,69",7,
PR,Araucária,"22,15","8,04",8,
PR,Araucária,"23,81","11,93",9,
PR,Araucária,"25,07","14,48",10,
PR,Araucária,"24,09","16,13",11,
PR,Araucária,"25,76","17,41",12,
PR,Ariranha do Ivaí,"29,02","18,13",1,
PR,Ariranha do Ivaí,"27,48","18,78",2,
PR,Ariranha do Ivaí,"31,78","19,74",3,
PR,Ariranha do Ivaí,"27,56","18,72",4,
PR,Ariranha do Ivaí,"22,78","13,69",5,
PR,Ariranha do Ivaí,"21,33","8,87",6,
PR,Ariranha do Ivaí,"16,69","9,98",7,
PR,Ariranha do Ivaí,"24,83","12,09",8,
PR,Ariranha do Ivaí,"26,85","14,93",9,
PR,Ariranha do Ivaí,"30,76","16,52",10,
PR,Ariranha do Ivaí,"30,46","19,22",11,
PR,Ariranha do Ivaí,"28,59","18,72",12,
PR,Assaí,"32,8","21,56",1,
PR,Assaí,"32,04","22,2",2,
PR,Assaí,"34,59","23,56",3,
PR,Assaí,"30,83","20,31",4,
PR,Assaí,"26,19","16,31",5,
PR,Assaí,"24,87","13,31",6,
PR,Assaí,"22,02","14,54",7,
PR,Assaí,"28,24","15,13",8,
PR,Assaí,"30,44","16,85",9,
PR,Assaí,"33,37","17,89",10,
PR,Assaí,"30,22","19,46",11,
PR,Assaí,"28,93","20,69",12,
PR,Assis Chateaubriand,"30,15","20,33",1,
PR,Assis Chateaubriand,"30,48","21,06",2,
PR,Assis Chateaubriand,"31,94","21,81",3,
PR,Assis Chateaubriand,"28,94","20,41",4,
PR,Assis Chateaubriand,23,"14,28",5,
PR,Assis Chateaubriand,"20,67","10,87",6,
PR,Assis Chateaubriand,"16,33","8,33",7,
PR,Assis Chateaubriand,"25,33","15,13",8,
PR,Assis Chateaubriand,"28,06","17,15",9,
PR,Assis Chateaubriand,"32,02","19,3",10,
PR,Assis Chateaubriand,"29,69","20,2",11,
PR,Assis Chateaubriand,"28,41","19,61",12,
PR,Astorga,"31,74","21,89",1,
PR,Astorga,"31,37","22,44",2,
PR,Astorga,"33,89","23,39",3,
PR,Astorga,"30,28","21,46",4,
PR,Astorga,"25,69","16,83",5,
PR,Astorga,"24,57","13,63",6,
PR,Astorga,"21,57","13,19",7,
PR,Astorga,"28,81","16,2",8,
PR,Astorga,"30,07","18,31",9,
PR,Astorga,"33,81",20,10,
PR,Astorga,"31,22","20,24",11,
PR,Astorga,"28,96","20,67",12,
PR,Balsa Nova,"28,56","17,46",1,
PR,Balsa Nova,"26,3","17,44",2,
PR,Balsa Nova,"29,54","19,11",3,
PR,Balsa Nova,"25,8","17,74",4,
PR,Balsa Nova,"20,85","11,41",5,
PR,Balsa Nova,"20,35","6,85",6,
PR,Balsa Nova,"13,72","7,67",7,
PR,Balsa Nova,"22,11","8,07",8,
PR,Balsa Nova,"23,83","11,94",9,
PR,Balsa Nova,"25,06","14,48",10,
PR,Balsa Nova,"24,13","16,13",11,
PR,Balsa Nova,"25,74","17,41",12,
PR,Barbosa Ferraz,"31,24",22,1,
PR,Barbosa Ferraz,"31,06","22,54",2,
PR,Barbosa Ferraz,"33,94","23,3",3,
PR,Barbosa Ferraz,"29,78","21,94",4,
PR,Barbosa Ferraz,"25,15","16,52",5,
PR,Barbosa Ferraz,"24,37","13,43",6,
PR,Barbosa Ferraz,"21,56","12,19",7,
PR,Barbosa Ferraz,"28,85","16,2",8,
PR,Barbosa Ferraz,"29,37","18,56",9,
PR,Barbosa Ferraz,"33,43","20,28",10,
PR,Barbosa Ferraz,"30,83","19,93",11,
PR,Barbosa Ferraz,"28,65","19,94",12,
PR,Barra do Jacaré,"33,07","21,06",1,
PR,Barra do Jacaré,"30,98","21,17",2,
PR,Barra do Jacaré,"34,5","22,87",3,
PR,Barra do Jacaré,"29,44","20,69",4,
PR,Barra do Jacaré,"26,33","16,44",5,
PR,Barra do Jacaré,"24,96","14,02",6,
PR,Barra do Jacaré,"21,96","14,31",7,
PR,Barra do Jacaré,"27,61","13,87",8,
PR,Barra do Jacaré,"30,04","16,31",9,
PR,Barra do Jacaré,"32,56","17,15",10,
PR,Barra do Jacaré,"29,24","18,48",11,
PR,Barra do Jacaré,"29,09","20,28",12,
PR,Bela Vista da Caroba,"30,39","20,43",1,
PR,Bela Vista da Caroba,"30,69","20,8",2,
PR,Bela Vista da Caroba,"32,7","22,24",3,
PR,Bela Vista da Caroba,"29,48","21,09",4,
PR,Bela Vista da Caroba,"23,41","13,24",5,
PR,Bela Vista da Caroba,"20,11","10,54",6,
PR,Bela Vista da Caroba,"16,41","6,96",7,
PR,Bela Vista da Caroba,"25,98","14,44",8,
PR,Bela Vista da Caroba,"28,37","17,46",9,
PR,Bela Vista da Caroba,"32,13","19,43",10,
PR,Bela Vista da Caroba,"30,63","19,85",11,
PR,Bela Vista da Caroba,"28,72","19,41",12,
PR,Bela Vista do Paraíso,"32,96","21,37",1,
PR,Bela Vista do Paraíso,"32,2","22,02",2,
PR,Bela Vista do Paraíso,"34,61","23,33",3,
PR,Bela Vista do Paraíso,31,"20,13",4,
PR,Bela Vista do Paraíso,"26,48","16,06",5,
PR,Bela Vista do Paraíso,"25,07","13,07",6,
PR,Bela Vista do Paraíso,"22,48","14,44",7,
PR,Bela Vista do Paraíso,"28,87","14,04",8,
PR,Bela Vista do Paraíso,"30,81","16,67",9,
PR,Bela Vista do Paraíso,"34,17","18,63",10,
PR,Bela Vista do Paraíso,"31,26","19,98",11,
PR,Bela Vista do Paraíso,"29,74","20,85",12,
PR,Bituruna,"26,57","16,24",1,
PR,Bituruna,"24,8","15,76",2,
PR,Bituruna,"28,33","17,02",3,
PR,Bituruna,"24,98","16,91",4,
PR,Bituruna,"20,22","10,39",5,
PR,Bituruna,"18,39","5,56",6,
PR,Bituruna,"12,46","5,81",7,
PR,Bituruna,"21,37","8,8",8,
PR,Bituruna,"23,98","11,09",9,
PR,Bituruna,"26,69","14,72",10,
PR,Bituruna,"27,26","15,72",11,
PR,Bituruna,"26,59","16,44",12,
PR,Boa Esperança do Iguaçu,"29,96","19,57",1,
PR,Boa Esperança do Iguaçu,"30,5","19,93",2,
PR,Boa Esperança do Iguaçu,"32,81","21,43",3,
PR,Boa Esperança do Iguaçu,"29,35","20,76",4,
PR,Boa Esperança do Iguaçu,"23,54","13,3",5,
PR,Boa Esperança do Iguaçu,"20,8","10,67",6,
PR,Boa Esperança do Iguaçu,"16,89",8,7,
PR,Boa Esperança do Iguaçu,"26,22","14,09",8,
PR,Boa Esperança do Iguaçu,"28,57","15,61",9,
PR,Boa Esperança do Iguaçu,"32,69","18,39",10,
PR,Boa Esperança do Iguaçu,"30,24","19,98",11,
PR,Boa Esperança do Iguaçu,"29,33","20,02",12,
PR,Boa Ventura de São Roque,"26,93",17,1,
PR,Boa Ventura de São Roque,"26,19","17,44",2,
PR,Boa Ventura de São Roque,"29,35","17,98",3,
PR,Boa Ventura de São Roque,"25,61","17,56",4,
PR,Boa Ventura de São Roque,"20,98","12,59",5,
PR,Boa Ventura de São Roque,"19,57","7,39",6,
PR,Boa Ventura de São Roque,"14,24","7,46",7,
PR,Boa Ventura de São Roque,"23,24","10,63",8,
PR,Boa Ventura de São Roque,"26,91","13,72",9,
PR,Boa Ventura de São Roque,"30,91","16,81",10,
PR,Boa Ventura de São Roque,"30,35","17,89",11,
PR,Boa Ventura de São Roque,"28,59","18,22",12,
PR,Boa Vista da Aparecida,"30,06","20,09",1,
PR,Boa Vista da Aparecida,"30,5","20,59",2,
PR,Boa Vista da Aparecida,"32,43","22,2",3,
PR,Boa Vista da Aparecida,"29,3","20,87",4,
PR,Boa Vista da Aparecida,"23,39","13,3",5,
PR,Boa Vista da Aparecida,"20,7","10,67",6,
PR,Boa Vista da Aparecida,"16,72","7,94",7,
PR,Boa Vista da Aparecida,"25,98","14,37",8,
PR,Boa Vista da Aparecida,"28,33","16,5",9,
PR,Boa Vista da Aparecida,"32,46","19,02",10,
PR,Boa Vista da Aparecida,"29,98","20,13",11,
PR,Boa Vista da Aparecida,"28,87","20,17",12,
PR,Bocaiúva do Sul,"28,59","17,59",1,
PR,Bocaiúva do Sul,"26,52","17,44",2,
PR,Bocaiúva do Sul,"29,7","19,07",3,
PR,Bocaiúva do Sul,"25,85","17,87",4,
PR,Bocaiúva do Sul,"20,91","11,63",5,
PR,Bocaiúva do Sul,"20,41","7,02",6,
PR,Bocaiúva do Sul,"13,93","7,78",7,
PR,Bocaiúva do Sul,"22,26","8,19",8,
PR,Bocaiúva do Sul,"23,89","12,02",9,
PR,Bocaiúva do Sul,"25,33","14,56",10,
PR,Bocaiúva do Sul,"24,24","16,17",11,
PR,Bocaiúva do Sul,"25,81","17,41",12,
PR,Bom Jesus do Sul,"27,85","20,37",1,
PR,Bom Jesus do Sul,"27,8","20,19",2,
PR,Bom Jesus do Sul,"30,26","20,22",3,
PR,Bom Jesus do Sul,"27,07","19,78",4,
PR,Bom Jesus do Sul,"21,67","12,5",5,
PR,Bom Jesus do Sul,"17,33","9,59",6,
PR,Bom Jesus do Sul,"13,54","6,57",7,
PR,Bom Jesus do Sul,"22,94","16,02",8,
PR,Bom Jesus do Sul,"25,2","17,65",9,
PR,Bom Jesus do Sul,"28,48","19,19",10,
PR,Bom Jesus do Sul,"28,43","19,37",11,
PR,Bom Jesus do Sul,"26,93","18,72",12,
PR,Bom Sucesso do Sul,"27,54","18,59",1,
PR,Bom Sucesso do Sul,"27,09","18,41",2,
PR,Bom Sucesso do Sul,"30,31","18,69",3,
PR,Bom Sucesso do Sul,"25,98","18,85",4,
PR,Bom Sucesso do Sul,"21,2","11,91",5,
PR,Bom Sucesso do Sul,"17,46","8,41",6,
PR,Bom Sucesso do Sul,"13,44","6,06",7,
PR,Bom Sucesso do Sul,"22,17","13,54",8,
PR,Bom Sucesso do Sul,"24,13","15,22",9,
PR,Bom Sucesso do Sul,"27,44","16,24",10,
PR,Bom Sucesso do Sul,"27,28","17,3",11,
PR,Bom Sucesso do Sul,"26,26","17,7",12,
PR,Borrazópolis,"31,26","21,98",1,
PR,Borrazópolis,"31,06","22,5",2,
PR,Borrazópolis,"33,94","23,3",3,
PR,Borrazópolis,"29,8","21,93",4,
PR,Borrazópolis,"25,13","16,59",5,
PR,Borrazópolis,"24,37","13,54",6,
PR,Borrazópolis,"21,59","12,28",7,
PR,Borrazópolis,"28,94","16,37",8,
PR,Borrazópolis,"29,5","18,74",9,
PR,Borrazópolis,"33,43","20,37",10,
PR,Borrazópolis,"30,91","20,07",11,
PR,Borrazópolis,"28,69","20,17",12,
PR,Braganey,"29,43","19,39",1,
PR,Braganey,"29,76","20,31",2,
PR,Braganey,"31,57","21,31",3,
PR,Braganey,"28,57","20,28",4,
PR,Braganey,23,"13,57",5,
PR,Braganey,"20,67","9,96",6,
PR,Braganey,"16,33","8,24",7,
PR,Braganey,"25,33","13,78",8,
PR,Braganey,"28,11","15,98",9,
PR,Braganey,"32,02","18,19",10,
PR,Braganey,"29,33","18,7",11,
PR,Braganey,"27,98","18,74",12,
PR,Brasilândia do Sul,"32,48","21,48",1,
PR,Brasilândia do Sul,"32,11","22,11",2,
PR,Brasilândia do Sul,"33,56","22,72",3,
PR,Brasilândia do Sul,"30,85","21,72",4,
PR,Brasilândia do Sul,"25,2","14,96",5,
PR,Brasilândia do Sul,"23,39","11,91",6,
PR,Brasilândia do Sul,"19,48","9,76",7,
PR,Brasilândia do Sul,"28,2","15,85",8,
PR,Brasilândia do Sul,"29,8","18,2",9,
PR,Brasilândia do Sul,"34,24","20,61",10,
PR,Brasilândia do Sul,"31,65","21,31",11,
PR,Brasilândia do Sul,"29,35","20,56",12,
PR,Cafeara,"33,57","22,56",1,
PR,Cafeara,"33,57","22,72",2,
PR,Cafeara,"34,85","23,54",3,
PR,Cafeara,"31,56","22,48",4,
PR,Cafeara,"28,48","16,85",5,
PR,Cafeara,"26,89","13,74",6,
PR,Cafeara,"24,24","13,13",7,
PR,Cafeara,"30,63","17,44",8,
PR,Cafeara,"31,46","18,94",9,
PR,Cafeara,"34,78","19,78",10,
PR,Cafeara,33,"20,41",11,
PR,Cafeara,"31,26","21,26",12,
PR,Cafezal do Sul,"32,57","21,85",1,
PR,Cafezal do Sul,"32,48","22,35",2,
PR,Cafezal do Sul,"33,78","23,22",3,
PR,Cafezal do Sul,"30,89","22,2",4,
PR,Cafezal do Sul,"25,28","15,28",5,
PR,Cafezal do Sul,"23,39","12,24",6,
PR,Cafezal do Sul,"19,69","10,37",7,
PR,Cafezal do Sul,"28,46","16,57",8,
PR,Cafezal do Sul,"29,91","18,83",9,
PR,Cafezal do Sul,"34,28","21,07",10,
PR,Cafezal do Sul,"31,94","21,61",11,
PR,Cafezal do Sul,"29,72","20,69",12,
PR,Califórnia,"32,41","21,8",1,
PR,Califórnia,"31,87","22,41",2,
PR,Califórnia,"34,09","23,5",3,
PR,Califórnia,"30,61","21,02",4,
PR,Califórnia,26,"16,81",5,
PR,Califórnia,"24,74","13,39",6,
PR,Califórnia,"21,8","14,02",7,
PR,Califórnia,"28,8","15,44",8,
PR,Califórnia,"30,52","17,8",9,
PR,Califórnia,"34,02","19,44",10,
PR,Califórnia,"31,24","20,3",11,
PR,Califórnia,"29,28","20,85",12,
PR,Cambará,"33,67","21,33",1,
PR,Cambará,"31,3","21,3",2,
PR,Cambará,"34,43","22,63",3,
PR,Cambará,"31,3","21,56",4,
PR,Cambará,"26,93","16,46",5,
PR,Cambará,"25,26","14,17",6,
PR,Cambará,"22,63","14,63",7,
PR,Cambará,"28,24","13,78",8,
PR,Cambará,"30,61","16,24",9,
PR,Cambará,"33,02","17,39",10,
PR,Cambará,"29,54","18,69",11,
PR,Cambará,"29,56","20,54",12,
PR,Cambé,"32,89","21,7",1,
PR,Cambé,"32,24","22,35",2,
PR,Cambé,"34,52","23,63",3,
PR,Cambé,"30,93","20,44",4,
PR,Cambé,"26,3","16,44",5,
PR,Cambé,"24,96","13,33",6,
PR,Cambé,"22,09","14,56",7,
PR,Cambé,"28,81","14,56",8,
PR,Cambé,"30,91","17,13",9,
PR,Cambé,"34,28","19,06",10,
PR,Cambé,"31,31","20,31",11,
PR,Cambé,"29,59","20,96",12,
PR,Cambira,"31,87","21,87",1,
PR,Cambira,"31,44","22,46",2,
PR,Cambira,"33,91","23,41",3,
PR,Cambira,"30,22","21,43",4,
PR,Cambira,"25,57","16,72",5,
PR,Cambira,"24,52","13,48",6,
PR,Cambira,"21,52","13,26",7,
PR,Cambira,"28,81","16,15",8,
PR,Cambira,"30,11","18,28",9,
PR,Cambira,"33,85","19,93",10,
PR,Cambira,"31,17","20,26",11,
PR,Cambira,"28,96","20,7",12,
PR,Campina da Lagoa,"30,13","19,74",1,
PR,Campina da Lagoa,"30,06","20,54",2,
PR,Campina da Lagoa,"32,81","21,11",3,
PR,Campina da Lagoa,"29,11","20,41",4,
PR,Campina da Lagoa,"24,63","14,07",5,
PR,Campina da Lagoa,"22,35","10,74",6,
PR,Campina da Lagoa,"18,63","9,24",7,
PR,Campina da Lagoa,"26,93","14,98",8,
PR,Campina da Lagoa,"29,09","17,07",9,
PR,Campina da Lagoa,"32,57","18,72",10,
PR,Campina da Lagoa,"30,2","19,17",11,
PR,Campina da Lagoa,"28,19","19,02",12,
PR,Campina do Simão,"25,91","16,93",1,
PR,Campina do Simão,"25,48","17,41",2,
PR,Campina do Simão,"28,3","17,94",3,
PR,Campina do Simão,"24,93","17,35",4,
PR,Campina do Simão,"20,76","12,76",5,
PR,Campina do Simão,"19,22","7,72",6,
PR,Campina do Simão,"14,19","6,94",7,
PR,Campina do Simão,"23,22","11,61",8,
PR,Campina do Simão,"25,43","13,74",9,
PR,Campina do Simão,"28,89","15,98",10,
PR,Campina do Simão,"30,46","18,83",11,
PR,Campina do Simão,"28,59","18,33",12,
PR,Campina Grande do Sul,"28,59","17,56",1,
PR,Campina Grande do Sul,"26,46","17,46",2,
PR,Campina Grande do Sul,"29,63","19,11",3,
PR,Campina Grande do Sul,"25,81","17,85",4,
PR,Campina Grande do Sul,"20,89","11,57",5,
PR,Campina Grande do Sul,"20,39","6,93",6,
PR,Campina Grande do Sul,"13,89","7,74",7,
PR,Campina Grande do Sul,"22,26","8,11",8,
PR,Campina Grande do Sul,"23,87","11,96",9,
PR,Campina Grande do Sul,"25,3","14,52",10,
PR,Campina Grande do Sul,"24,19","16,15",11,
PR,Campina Grande do Sul,"25,78","17,41",12,
PR,Campo Bonito,"29,43","19,5",1,
PR,Campo Bonito,"29,69","19,89",2,
PR,Campo Bonito,"31,11","20,56",3,
PR,Campo Bonito,"28,11","19,65",4,
PR,Campo Bonito,23,"13,04",5,
PR,Campo Bonito,"20,67","9,48",6,
PR,Campo Bonito,"16,33","7,85",7,
PR,Campo Bonito,"25,33","13,3",8,
PR,Campo Bonito,"27,72","15,19",9,
PR,Campo Bonito,"32,02","17,54",10,
PR,Campo Bonito,"29,33","18,15",11,
PR,Campo Bonito,"27,65","18,28",12,
PR,Campo do Tenente,"28,5","17,2",1,
PR,Campo do Tenente,"25,93","17,2",2,
PR,Campo do Tenente,"29,26","18,94",3,
PR,Campo do Tenente,"25,59","17,41",4,
PR,Campo do Tenente,"20,87","10,87",5,
PR,Campo do Tenente,"20,06","6,65",6,
PR,Campo do Tenente,"13,35","7,5",7,
PR,Campo do Tenente,"21,69","7,46",8,
PR,Campo do Tenente,"23,74","11,31",9,
PR,Campo do Tenente,"24,98","14,41",10,
PR,Campo do Tenente,"24,33","16,02",11,
PR,Campo do Tenente,"25,74","17,31",12,
PR,Campo Largo,"28,57","17,59",1,
PR,Campo Largo,"26,43","17,44",2,
PR,Campo Largo,"29,65","19,07",3,
PR,Campo Largo,"25,85","17,81",4,
PR,Campo Largo,"20,87","11,59",5,
PR,Campo Largo,"20,41","7,02",6,
PR,Campo Largo,"13,85","7,74",7,
PR,Campo Largo,"22,19","8,19",8,
PR,Campo Largo,"23,85","12,02",9,
PR,Campo Largo,"25,2","14,5",10,
PR,Campo Largo,"24,19","16,17",11,
PR,Campo Largo,"25,8","17,41",12,
PR,Campo Magro,"28,52","17,65",1,
PR,Campo Magro,"26,46","17,48",2,
PR,Campo Magro,"29,72","19,04",3,
PR,Campo Magro,"25,89","17,85",4,
PR,Campo Magro,"20,87","11,69",5,
PR,Campo Magro,"20,39","7,17",6,
PR,Campo Magro,"13,89","7,81",7,
PR,Campo Magro,"22,2","8,28",8,
PR,Campo Magro,"23,89","12,07",9,
PR,Campo Magro,"25,33","14,52",10,
PR,Campo Magro,"24,31","16,19",11,
PR,Campo Magro,"25,87","17,43",12,
PR,Campo Mourão,"31,33",22,1,
PR,Campo Mourão,31,"22,67",2,
PR,Campo Mourão,"33,98","23,31",3,
PR,Campo Mourão,"29,65","21,98",4,
PR,Campo Mourão,"24,93",16,5,
PR,Campo Mourão,"24,26","12,67",6,
PR,Campo Mourão,"21,33","11,67",7,
PR,Campo Mourão,29,"16,06",8,
PR,Campo Mourão,"29,33","18,06",9,
PR,Campo Mourão,"33,5","19,74",10,
