UF,Cidade,tempmax,tempmin,Mês DPP,Município
PR,Campo Mourão,"30,78","19,7",11,
PR,Campo Mourão,"28,63","19,94",12,
PR,Cândido de Abreu,"29,89","18,28",1,
PR,Cândido de Abreu,"28,02","19,31",2,
PR,Cândido de Abreu,"32,57","20,07",3,
PR,Cândido de Abreu,"28,24","18,52",4,
PR,Cândido de Abreu,"23,22","12,8",5,
PR,Cândido de Abreu,"21,69","8,19",6,
PR,Cândido de Abreu,"16,98","10,26",7,
PR,Cândido de Abreu,"24,96","11,09",8,
PR,Cândido de Abreu,"26,93","14,39",9,
PR,Cândido de Abreu,"30,91","16,81",10,
PR,Cândido de Abreu,"30,35","18,35",11,
PR,Cândido de Abreu,"28,59","18,69",12,
PR,Candói,"27,69","17,87",1,
PR,Candói,"27,2","18,09",2,
PR,Candói,"29,81","18,65",3,
PR,Candói,"26,57","18,72",4,
PR,Candói,"22,26","12,93",5,
PR,Candói,"19,91","8,48",6,
PR,Candói,"15,02","7,44",7,
PR,Candói,"23,74","12,24",8,
PR,Candói,"25,89","14,11",9,
PR,Candói,"28,94","16,33",10,
PR,Candói,"28,13","17,22",11,
PR,Candói,"26,48","18,19",12,
PR,Capitão Leônidas Marques,"30,67","20,41",1,
PR,Capitão Leônidas Marques,"31,13","20,83",2,
PR,Capitão Leônidas Marques,"32,91","22,28",3,
PR,Capitão Leônidas Marques,"29,76","21,09",4,
PR,Capitão Leônidas Marques,"23,7","13,31",5,
PR,Capitão Leônidas Marques,"20,93","10,67",6,
PR,Capitão Leônidas Marques,"17,06","7,94",7,
PR,Capitão Leônidas Marques,"26,5","14,63",8,
PR,Capitão Leônidas Marques,"28,83","16,93",9,
PR,Capitão Leônidas Marques,"32,93","19,17",10,
PR,Capitão Leônidas Marques,"30,61","20,13",11,
PR,Capitão Leônidas Marques,"29,09","20,17",12,
PR,Carambeí,"28,91","16,94",1,
PR,Carambeí,"27,41","17,35",2,
PR,Carambeí,"31,15","18,65",3,
PR,Carambeí,"26,02","17,65",4,
PR,Carambeí,"21,22","11,7",5,
PR,Carambeí,"20,46","5,28",6,
PR,Carambeí,"15,09","7,85",7,
PR,Carambeí,"23,59","7,76",8,
PR,Carambeí,"26,8","12,93",9,
PR,Carambeí,"30,8","16,26",10,
PR,Carambeí,"30,39","17,09",11,
PR,Carambeí,"28,89","18,3",12,
PR,Carlópolis,"32,22","20,67",1,
PR,Carlópolis,"30,07",21,2,
PR,Carlópolis,"33,02","22,26",3,
PR,Carlópolis,"28,43","20,02",4,
PR,Carlópolis,"24,61","16,37",5,
PR,Carlópolis,"23,61","13,76",6,
PR,Carlópolis,"20,94","13,76",7,
PR,Carlópolis,"27,07","11,43",8,
PR,Carlópolis,"29,74","15,28",9,
PR,Carlópolis,"32,48","17,09",10,
PR,Carlópolis,"29,81","18,81",11,
PR,Carlópolis,"29,43","19,81",12,
PR,Castro,"28,07","16,83",1,
PR,Castro,"26,02","17,48",2,
PR,Castro,"29,28","18,3",3,
PR,Castro,"25,41","17,56",4,
PR,Castro,"20,85","12,07",5,
PR,Castro,"20,5","5,35",6,
PR,Castro,"15,13","7,56",7,
PR,Castro,"22,48","7,52",8,
PR,Castro,"24,33","11,56",9,
PR,Castro,"27,43","13,56",10,
PR,Castro,"26,06","15,28",11,
PR,Castro,"25,8","17,15",12,
PR,Centenário do Sul,"32,87","22,07",1,
PR,Centenário do Sul,"32,19","22,7",2,
PR,Centenário do Sul,"34,48","23,59",3,
PR,Centenário do Sul,"31,35","21,63",4,
PR,Centenário do Sul,"27,59","16,98",5,
PR,Centenário do Sul,"25,91","13,81",6,
PR,Centenário do Sul,"23,26","13,85",7,
PR,Centenário do Sul,"29,7","16,2",8,
PR,Centenário do Sul,"31,22","18,17",9,
PR,Centenário do Sul,"34,69","19,43",10,
PR,Centenário do Sul,"32,57","20,35",11,
PR,Centenário do Sul,"30,69","21,26",12,
PR,Cerro Azul,"28,59","17,56",1,
PR,Cerro Azul,"26,41","17,46",2,
PR,Cerro Azul,"29,61","19,09",3,
PR,Cerro Azul,"25,78","17,81",4,
PR,Cerro Azul,"20,81","11,54",5,
PR,Cerro Azul,"20,39","6,93",6,
PR,Cerro Azul,"13,89","7,74",7,
PR,Cerro Azul,"22,24","8,11",8,
PR,Cerro Azul,"23,83","11,96",9,
PR,Cerro Azul,"25,17","14,48",10,
PR,Cerro Azul,"24,15","16,15",11,
PR,Cerro Azul,"25,78","17,41",12,
PR,Céu Azul,"30,07","20,63",1,
PR,Céu Azul,"30,46","20,96",2,
PR,Céu Azul,"31,94","22,33",3,
PR,Céu Azul,"28,93","20,7",4,
PR,Céu Azul,"23,19","13,28",5,
PR,Céu Azul,"20,7","10,65",6,
PR,Céu Azul,"16,52","7,65",7,
PR,Céu Azul,"25,63","14,5",8,
PR,Céu Azul,"28,24","17,28",9,
PR,Céu Azul,"32,19","19,26",10,
PR,Céu Azul,"29,61","20,13",11,
PR,Céu Azul,"28,7","20,17",12,
PR,Chopinzinho,"27,72","18,2",1,
PR,Chopinzinho,"27,22","17,94",2,
PR,Chopinzinho,"30,31","18,76",3,
PR,Chopinzinho,"26,07","18,85",4,
PR,Chopinzinho,"21,43","11,85",5,
PR,Chopinzinho,"17,57","8,22",6,
PR,Chopinzinho,"13,67","6,06",7,
PR,Chopinzinho,"22,44","12,8",8,
PR,Chopinzinho,"24,06","14,67",9,
PR,Chopinzinho,"27,48","15,81",10,
PR,Chopinzinho,"27,17","16,81",11,
PR,Chopinzinho,"26,22","17,31",12,
PR,Cianorte,"31,67","21,65",1,
PR,Cianorte,"31,7","22,19",2,
PR,Cianorte,"33,98","23,33",3,
PR,Cianorte,"29,78","21,94",4,
PR,Cianorte,"25,15","16,5",5,
PR,Cianorte,"24,37","13,39",6,
PR,Cianorte,"21,56","12,17",7,
PR,Cianorte,"29,54","16,59",8,
PR,Cianorte,"29,91","18,94",9,
PR,Cianorte,"33,81","20,61",10,
PR,Cianorte,"31,52","20,72",11,
PR,Cianorte,"29,35","20,81",12,
PR,Cidade Gaúcha,"32,26","20,8",1,
PR,Cidade Gaúcha,"33,22","21,72",2,
PR,Cidade Gaúcha,"34,91","22,76",3,
PR,Cidade Gaúcha,"30,46","21,93",4,
PR,Cidade Gaúcha,"26,31","15,94",5,
PR,Cidade Gaúcha,"25,06","13,2",6,
PR,Cidade Gaúcha,"21,31","11,87",7,
PR,Cidade Gaúcha,"29,96","15,52",8,
PR,Cidade Gaúcha,"30,31","18,19",9,
PR,Cidade Gaúcha,"34,61","20,57",10,
PR,Cidade Gaúcha,"32,33","21,3",11,
PR,Cidade Gaúcha,"30,67","20,96",12,
PR,Clevelândia,"27,3","16,5",1,
PR,Clevelândia,"26,83","16,17",2,
PR,Clevelândia,"29,7","17,8",3,
PR,Clevelândia,"25,56","18,26",4,
PR,Clevelândia,"21,06","11,76",5,
PR,Clevelândia,"17,02","7,94",6,
PR,Clevelândia,"13,19","6,07",7,
PR,Clevelândia,"22,22","11,3",8,
PR,Clevelândia,"23,78","13,63",9,
PR,Clevelândia,"27,91","15,11",10,
PR,Clevelândia,"27,33","15,83",11,
PR,Clevelândia,"25,76","16,33",12,
PR,Colombo,"28,52","17,67",1,
PR,Colombo,"26,52","17,48",2,
PR,Colombo,"29,74","19,04",3,
PR,Colombo,"25,87","17,85",4,
PR,Colombo,"20,91","11,72",5,
PR,Colombo,"20,41","7,26",6,
PR,Colombo,"13,96","7,85",7,
PR,Colombo,"22,26","8,35",8,
PR,Colombo,"23,93","12,13",9,
PR,Colombo,"25,44","14,54",10,
PR,Colombo,"24,41","16,2",11,
PR,Colombo,"25,93","17,43",12,
PR,Congonhinhas,"31,46","20,78",1,
PR,Congonhinhas,"30,52","21,41",2,
PR,Congonhinhas,"34,17","23,09",3,
PR,Congonhinhas,"29,76","20,44",4,
PR,Congonhinhas,"25,02","16,2",5,
PR,Congonhinhas,"23,94","13,22",6,
PR,Congonhinhas,"20,65","13,74",7,
PR,Congonhinhas,"27,02","15,59",8,
PR,Congonhinhas,"29,54","16,83",9,
PR,Congonhinhas,"32,2","16,81",10,
PR,Congonhinhas,29,"18,43",11,
PR,Congonhinhas,"28,19",20,12,
PR,Conselheiro Mairinck,"30,7","19,96",1,
PR,Conselheiro Mairinck,"29,06","20,52",2,
PR,Conselheiro Mairinck,"33,22","22,39",3,
PR,Conselheiro Mairinck,"28,28","20,22",4,
PR,Conselheiro Mairinck,"23,11","15,96",5,
PR,Conselheiro Mairinck,"22,41","13,02",6,
PR,Conselheiro Mairinck,"19,13","12,43",7,
PR,Conselheiro Mairinck,"25,7","14,15",8,
PR,Conselheiro Mairinck,"28,54","16,17",9,
PR,Conselheiro Mairinck,"31,35","16,17",10,
PR,Conselheiro Mairinck,29,"18,09",11,
PR,Conselheiro Mairinck,"28,56","19,56",12,
PR,Contenda,"28,56","17,44",1,
PR,Contenda,"26,26","17,43",2,
PR,Contenda,"29,54","19,13",3,
PR,Contenda,"25,8","17,74",4,
PR,Contenda,"20,85","11,37",5,
PR,Contenda,"20,33","6,76",6,
PR,Contenda,"13,69","7,65",7,
PR,Contenda,"22,07",8,8,
PR,Contenda,"23,81","11,87",9,
PR,Contenda,25,"14,46",10,
PR,Contenda,"24,07","16,11",11,
PR,Contenda,"25,7","17,39",12,
PR,Corbélia,"29,52","19,56",1,
PR,Corbélia,"29,85","20,39",2,
PR,Corbélia,"31,52","21,31",3,
PR,Corbélia,"28,52","20,26",4,
PR,Corbélia,23,"13,8",5,
PR,Corbélia,"20,67","10,26",6,
PR,Corbélia,"16,33","8,19",7,
PR,Corbélia,"25,33","14,02",8,
PR,Corbélia,"27,94","15,93",9,
PR,Corbélia,"32,02","18,35",10,
PR,Corbélia,"29,33","18,89",11,
PR,Corbélia,"27,91","18,81",12,
PR,Cornélio Procópio,33,"21,67",1,
PR,Cornélio Procópio,"32,33","22,33",2,
PR,Cornélio Procópio,"34,65","23,3",3,
PR,Cornélio Procópio,"30,98","20,31",4,
PR,Cornélio Procópio,"26,33","16,33",5,
PR,Cornélio Procópio,25,"13,33",6,
PR,Cornélio Procópio,"22,2","14,67",7,
PR,Cornélio Procópio,"28,06","15,33",8,
PR,Cornélio Procópio,"30,2","16,7",9,
PR,Cornélio Procópio,"32,87","17,35",10,
PR,Cornélio Procópio,"29,63","18,98",11,
PR,Cornélio Procópio,"28,69","20,56",12,
PR,Coronel Domingos Soares,"27,3","16,5",1,
PR,Coronel Domingos Soares,"26,5","16,17",2,
PR,Coronel Domingos Soares,"29,09","17,09",3,
PR,Coronel Domingos Soares,"24,93","17,56",4,
PR,Coronel Domingos Soares,"20,63","10,81",5,
PR,Coronel Domingos Soares,"16,59","6,28",6,
PR,Coronel Domingos Soares,"12,96","5,19",7,
PR,Coronel Domingos Soares,"21,96","10,89",8,
PR,Coronel Domingos Soares,"23,85","13,59",9,
PR,Coronel Domingos Soares,"27,93","15,09",10,
PR,Coronel Domingos Soares,"27,33","15,83",11,
PR,Coronel Domingos Soares,"25,76","16,33",12,
PR,Coronel Vivida,"27,43","18,09",1,
PR,Coronel Vivida,"27,06","17,81",2,
PR,Coronel Vivida,"29,83","18,44",3,
PR,Coronel Vivida,"25,8","18,65",4,
PR,Coronel Vivida,"20,98","11,85",5,
PR,Coronel Vivida,"17,13","8,22",6,
PR,Coronel Vivida,"13,33","6,06",7,
PR,Coronel Vivida,"22,11","12,89",8,
PR,Coronel Vivida,"23,89","14,76",9,
PR,Coronel Vivida,"27,48","15,83",10,
PR,Coronel Vivida,"27,17","16,83",11,
PR,Coronel Vivida,"26,04","17,33",12,
PR,Corumbataí do Sul,"31,24",22,1,
PR,Corumbataí do Sul,"31,06","22,54",2,
PR,Corumbataí do Sul,"33,94","23,3",3,
PR,Corumbataí do Sul,"29,78","21,94",4,
PR,Corumbataí do Sul,"25,15","16,52",5,
PR,Corumbataí do Sul,"24,37","13,43",6,
PR,Corumbataí do Sul,"21,56","12,19",7,
PR,Corumbataí do Sul,"28,74","16,07",8,
PR,Corumbataí do Sul,"29,26","18,43",9,
PR,Corumbataí do Sul,"33,35","20,2",10,
PR,Corumbataí do Sul,"30,74","19,8",11,
PR,Corumbataí do Sul,"28,63","19,72",12,
PR,Cruz Machado,"26,33",16,1,
PR,Cruz Machado,"25,5","15,63",2,
PR,Cruz Machado,"29,56","17,13",3,
PR,Cruz Machado,"24,48","16,96",4,
PR,Cruz Machado,"19,81","11,46",5,
PR,Cruz Machado,"19,15","6,59",6,
PR,Cruz Machado,"13,06","5,59",7,
PR,Cruz Machado,"20,31","8,93",8,
PR,Cruz Machado,"22,89","11,56",9,
PR,Cruz Machado,"25,43","13,96",10,
PR,Cruz Machado,"25,46","15,17",11,
PR,Cruz Machado,"26,26","17,13",12,
PR,Cruzeiro do Iguaçu,"29,91","19,5",1,
PR,Cruzeiro do Iguaçu,"30,39","19,85",2,
PR,Cruzeiro do Iguaçu,"32,78","21,39",3,
PR,Cruzeiro do Iguaçu,"29,26","20,78",4,
PR,Cruzeiro do Iguaçu,"23,46","13,3",5,
PR,Cruzeiro do Iguaçu,"20,72","10,67",6,
PR,Cruzeiro do Iguaçu,"16,81","8,04",7,
PR,Cruzeiro do Iguaçu,"26,11","14,11",8,
PR,Cruzeiro do Iguaçu,"28,48","15,87",9,
PR,Cruzeiro do Iguaçu,"32,59","18,67",10,
PR,Cruzeiro do Iguaçu,"30,13","20,13",11,
PR,Cruzeiro do Iguaçu,"29,31","20,17",12,
PR,Cruzeiro do Oeste,"32,26","20,8",1,
PR,Cruzeiro do Oeste,"33,13","21,59",2,
PR,Cruzeiro do Oeste,"34,46","22,65",3,
PR,Cruzeiro do Oeste,"29,83","21,61",4,
PR,Cruzeiro do Oeste,"25,46","15,67",5,
PR,Cruzeiro do Oeste,"23,93","12,57",6,
PR,Cruzeiro do Oeste,"20,19","10,98",7,
PR,Cruzeiro do Oeste,"29,5","15,22",8,
PR,Cruzeiro do Oeste,"29,98","17,98",9,
PR,Cruzeiro do Oeste,"34,11","20,37",10,
PR,Cruzeiro do Oeste,"32,33","21,3",11,
PR,Cruzeiro do Oeste,"30,67","20,96",12,
PR,Cruzmaltina,33,"21,67",1,
PR,Cruzmaltina,"32,33","22,33",2,
PR,Cruzmaltina,"34,65","23,3",3,
PR,Cruzmaltina,"30,98","20,31",4,
PR,Cruzmaltina,"26,33","16,33",5,
PR,Cruzmaltina,25,"13,33",6,
PR,Cruzmaltina,"22,15","14,67",7,
PR,Cruzmaltina,"28,56","14,3",8,
PR,Cruzmaltina,"30,74","16,94",9,
PR,Cruzmaltina,"34,02","18,87",10,
PR,Cruzmaltina,"30,98","19,94",11,
PR,Cruzmaltina,"29,11","20,3",12,
PR,Curitiba,26,18,1,
PR,Curitiba,26,18,2,
PR,Curitiba,25,18,3,
PR,Curitiba,23,15,4,
PR,Curitiba,20,13,5,
PR,Curitiba,19,11,6,
PR,Curitiba,19,10,7,
PR,Curitiba,21,11,8,
PR,Curitiba,21,13,9,
PR,Curitiba,23,14,10,
PR,Curitiba,24,16,11,
PR,Curitiba,26,17,12,
PR,Curiúva,"30,59","19,93",1,
PR,Curiúva,"28,35","20,5",2,
PR,Curiúva,"32,39","21,89",3,
PR,Curiúva,"27,69","19,61",4,
PR,Curiúva,"22,76","15,81",5,
PR,Curiúva,22,"12,96",6,
PR,Curiúva,19,"12,22",7,
PR,Curiúva,"25,67","14,5",8,
PR,Curiúva,"28,54","16,3",9,
PR,Curiúva,"31,35","16,17",10,
PR,Curiúva,"28,89","18,07",11,
PR,Curiúva,"28,3","19,48",12,
PR,Diamante D´oeste,"29,8","20,56",1,
PR,Diamante D´oeste,"29,98","21,24",2,
PR,Diamante D´oeste,"32,02","22,85",3,
PR,Diamante D´oeste,"29,02","20,91",4,
PR,Diamante D´oeste,23,"13,83",5,
PR,Diamante D´oeste,"20,67","11,19",6,
PR,Diamante D´oeste,"16,33","7,78",7,
PR,Diamante D´oeste,"25,33","16,91",8,
PR,Diamante D´oeste,"28,11","19,13",9,
PR,Diamante D´oeste,"32,02","20,3",10,
PR,Diamante D´oeste,"29,98","21,15",11,
PR,Diamante D´oeste,"27,96","20,26",12,
PR,Diamante do Norte,"32,26","22,11",1,
PR,Diamante do Norte,"34,17","22,17",2,
PR,Diamante do Norte,"35,83","23,17",3,
PR,Diamante do Norte,"31,65","22,33",4,
PR,Diamante do Norte,"28,3","16,22",5,
PR,Diamante do Norte,"27,09","13,74",6,
PR,Diamante do Norte,"24,3","12,5",7,
PR,Diamante do Norte,"30,5","16,61",8,
PR,Diamante do Norte,"30,67","18,93",9,
PR,Diamante do Norte,"34,43","20,8",10,
PR,Diamante do Norte,"33,43","21,46",11,
PR,Diamante do Norte,32,"21,17",12,
PR,Diamante do Sul,"29,35","18,78",1,
PR,Diamante do Sul,"28,89","19,43",2,
PR,Diamante do Sul,"31,65","19,48",3,
PR,Diamante do Sul,"27,89","18,93",4,
PR,Diamante do Sul,"23,39","12,87",5,
PR,Diamante do Sul,"20,98","9,37",6,
PR,Diamante do Sul,"17,33","8,24",7,
PR,Diamante do Sul,"25,7","12,85",8,
PR,Diamante do Sul,"27,54","14,94",9,
PR,Diamante do Sul,"30,57","17,33",10,
PR,Diamante do Sul,"28,81","18,04",11,
PR,Diamante do Sul,"27,78","18,24",12,
PR,Dois Vizinhos,"29,72","19,5",1,
PR,Dois Vizinhos,"29,33","19,7",2,
PR,Dois Vizinhos,"32,48","21,07",3,
PR,Dois Vizinhos,"29,41","20,65",4,
PR,Dois Vizinhos,"22,69","12,76",5,
PR,Dois Vizinhos,"19,41","9,93",6,
PR,Dois Vizinhos,"15,54","7,74",7,
PR,Dois Vizinhos,"24,72","14,24",8,
PR,Dois Vizinhos,"27,19","15,52",9,
PR,Dois Vizinhos,"30,3","17,93",10,
PR,Dois Vizinhos,"29,48","18,83",11,
PR,Dois Vizinhos,"28,3","18,57",12,
PR,Doutor Camargo,"31,28","21,96",1,
PR,Doutor Camargo,"31,06","22,56",2,
PR,Doutor Camargo,"33,96","23,33",3,
PR,Doutor Camargo,"29,72","21,96",4,
PR,Doutor Camargo,"25,07","16,33",5,
PR,Doutor Camargo,"24,33","13,17",6,
PR,Doutor Camargo,"21,48","12,02",7,
PR,Doutor Camargo,"29,26","16,43",8,
PR,Doutor Camargo,"29,69","18,67",9,
PR,Doutor Camargo,"33,65","20,33",10,
PR,Doutor Camargo,"31,09","20,19",11,
PR,Doutor Camargo,"28,76","20,61",12,
PR,Doutor Ulysses,"28,85","16,94",1,
PR,Doutor Ulysses,"26,74","17,56",2,
PR,Doutor Ulysses,"29,69","18,94",3,
PR,Doutor Ulysses,"25,43","17,37",4,
PR,Doutor Ulysses,"20,83","11,96",5,
PR,Doutor Ulysses,"20,5","5,48",6,
PR,Doutor Ulysses,"15,3","7,72",7,
PR,Doutor Ulysses,"22,76","8,02",8,
PR,Doutor Ulysses,"24,81","11,81",9,
PR,Doutor Ulysses,"27,67","13,37",10,
PR,Doutor Ulysses,"26,54","15,54",11,
PR,Doutor Ulysses,"27,28","17,7",12,
PR,Enéas Marques,"28,72","19,87",1,
PR,Enéas Marques,"28,57","19,85",2,
PR,Enéas Marques,"31,46","20,93",3,
PR,Enéas Marques,"27,8","20,06",4,
PR,Enéas Marques,"21,91","12,63",5,
PR,Enéas Marques,"17,91","9,87",6,
PR,Enéas Marques,"14,44","6,59",7,
PR,Enéas Marques,"23,56","14,46",8,
PR,Enéas Marques,"26,04","16,52",9,
PR,Enéas Marques,"29,04","18,63",10,
PR,Enéas Marques,"28,8","18,96",11,
PR,Enéas Marques,"27,5","18,69",12,
PR,Engenheiro Beltrão,"31,24","21,98",1,
PR,Engenheiro Beltrão,"31,04","22,56",2,
PR,Engenheiro Beltrão,"33,96","23,31",3,
PR,Engenheiro Beltrão,"29,76","21,94",4,
PR,Engenheiro Beltrão,"25,11","16,43",5,
PR,Engenheiro Beltrão,"24,35","13,31",6,
PR,Engenheiro Beltrão,"21,52","12,13",7,
PR,Engenheiro Beltrão,"29,11","16,41",8,
PR,Engenheiro Beltrão,"29,61","18,74",9,
PR,Engenheiro Beltrão,"33,57","20,37",10,
PR,Engenheiro Beltrão,"30,98","20,11",11,
PR,Engenheiro Beltrão,"28,69","20,41",12,
PR,Entre Rios do Oeste,"32,44","22,46",1,
PR,Entre Rios do Oeste,"33,63","22,98",2,
PR,Entre Rios do Oeste,"34,63","23,65",3,
PR,Entre Rios do Oeste,"32,15","22,59",4,
PR,Entre Rios do Oeste,"25,59","14,69",5,
PR,Entre Rios do Oeste,"23,17","12,07",6,
PR,Entre Rios do Oeste,"18,22","9,15",7,
PR,Entre Rios do Oeste,"27,65","16,37",8,
PR,Entre Rios do Oeste,"29,93","18,11",9,
PR,Entre Rios do Oeste,"34,89","20,57",10,
PR,Entre Rios do Oeste,"32,72","21,98",11,
PR,Entre Rios do Oeste,"30,69","20,31",12,
PR,Esperança Nova,"32,7","21,87",1,
PR,Esperança Nova,33,"22,22",2,
PR,Esperança Nova,"34,89","23,48",3,
PR,Esperança Nova,"31,78","22,19",4,
PR,Esperança Nova,"25,76","14,52",5,
PR,Esperança Nova,"24,63","11,89",6,
PR,Esperança Nova,"19,76","10,31",7,
PR,Esperança Nova,"28,46","15,85",8,
PR,Esperança Nova,"29,83","17,81",9,
PR,Esperança Nova,"34,67","19,98",10,
PR,Esperança Nova,"32,63","20,96",11,
PR,Esperança Nova,"30,87","20,31",12,
PR,Espigão Alto do Iguaçu,"29,81","19,5",1,
PR,Espigão Alto do Iguaçu,"29,19","19,72",2,
PR,Espigão Alto do Iguaçu,"31,98","20,11",3,
PR,Espigão Alto do Iguaçu,"27,74","19,5",4,
PR,Espigão Alto do Iguaçu,"23,11","12,74",5,
PR,Espigão Alto do Iguaçu,"19,91","9,56",6,
PR,Espigão Alto do Iguaçu,"16,41","7,72",7,
PR,Espigão Alto do Iguaçu,"25,39","13,11",8,
PR,Espigão Alto do Iguaçu,"27,11","15,22",9,
PR,Espigão Alto do Iguaçu,"30,06","17,72",10,
PR,Espigão Alto do Iguaçu,"28,94","18,72",11,
PR,Espigão Alto do Iguaçu,"28,19","18,94",12,
PR,Farol,"30,17","20,07",1,
PR,Farol,"29,46","20,74",2,
PR,Farol,"32,04","22,02",3,
PR,Farol,"28,5","20,35",4,
PR,Farol,"24,24","14,24",5,
PR,Farol,"22,65","11,19",6,
PR,Farol,"19,17","10,52",7,
PR,Farol,"26,09","14,39",8,
PR,Farol,"27,93","16,76",9,
PR,Farol,"32,06","18,31",10,
PR,Farol,"30,46","19,33",11,
PR,Farol,"28,59","18,83",12,
PR,Faxinal,33,"21,67",1,
PR,Faxinal,"32,33","22,33",2,
PR,Faxinal,"34,65","23,3",3,
PR,Faxinal,"30,98","20,31",4,
PR,Faxinal,"26,33","16,33",5,
PR,Faxinal,25,"13,33",6,
PR,Faxinal,"22,15","14,67",7,
PR,Faxinal,"28,81","14,33",8,
PR,Faxinal,31,"16,98",9,
PR,Faxinal,"34,33","18,98",10,
PR,Faxinal,"31,33","20,33",11,
PR,Faxinal,"29,67",21,12,
PR,Fazenda Rio Grande,"28,63","17,37",1,
PR,Fazenda Rio Grande,"26,35","17,41",2,
PR,Fazenda Rio Grande,"29,63","19,17",3,
PR,Fazenda Rio Grande,"25,85","17,74",4,
PR,Fazenda Rio Grande,"20,81","11,31",5,
PR,Fazenda Rio Grande,"20,37","6,59",6,
PR,Fazenda Rio Grande,"13,69","7,57",7,
PR,Fazenda Rio Grande,"22,07","7,85",8,
PR,Fazenda Rio Grande,"23,76","11,78",9,
PR,Fazenda Rio Grande,"24,91","14,44",10,
PR,Fazenda Rio Grande,"23,93","16,09",11,
PR,Fazenda Rio Grande,"25,67","17,39",12,
PR,Fênix,"31,24",22,1,
PR,Fênix,"31,06","22,54",2,
PR,Fênix,"33,94","23,3",3,
PR,Fênix,"29,78","21,94",4,
PR,Fênix,"25,15","16,5",5,
PR,Fênix,"24,37","13,41",6,
PR,Fênix,"21,56","12,19",7,
PR,Fênix,"29,02","16,37",8,
PR,Fênix,"29,54","18,72",9,
PR,Fênix,"33,52","20,37",10,
PR,Fênix,"30,94","20,07",11,
PR,Fênix,"28,67","20,24",12,
PR,Fernandes Pinheiro,"27,56",16,1,
PR,Fernandes Pinheiro,"27,41","15,63",2,
PR,Fernandes Pinheiro,"31,07","17,96",3,
PR,Fernandes Pinheiro,"26,02","17,8",4,
PR,Fernandes Pinheiro,"21,24","11,46",5,
PR,Fernandes Pinheiro,"20,11","6,59",6,
PR,Fernandes Pinheiro,"13,91","5,59",7,
PR,Fernandes Pinheiro,"22,3","9,3",8,
PR,Fernandes Pinheiro,"25,3","12,65",9,
PR,Fernandes Pinheiro,"28,74","15,56",10,
PR,Fernandes Pinheiro,"28,31","16,35",11,
PR,Fernandes Pinheiro,"27,93","18,09",12,
PR,Figueira,"30,59","19,93",1,
PR,Figueira,"28,59","20,5",2,
PR,Figueira,"32,46","22,31",3,
PR,Figueira,"27,76","20,15",4,
PR,Figueira,"22,81","15,93",5,
PR,Figueira,"22,06","12,96",6,
PR,Figueira,19,"12,33",7,
PR,Figueira,"25,56","14,81",8,
PR,Figueira,"28,37","16,39",9,
PR,Figueira,"31,2","16,02",10,
PR,Figueira,"28,87","17,93",11,
PR,Figueira,"28,3","19,43",12,
PR,Flor da Serra do Sul,"27,83","20,17",1,
PR,Flor da Serra do Sul,"27,85","19,85",2,
PR,Flor da Serra do Sul,"30,17","20,37",3,
PR,Flor da Serra do Sul,"26,91","19,78",4,
PR,Flor da Serra do Sul,"21,61","12,52",5,
PR,Flor da Serra do Sul,"17,35","9,76",6,
PR,Flor da Serra do Sul,"13,87","6,54",7,
PR,Flor da Serra do Sul,"22,98","15,56",8,
PR,Flor da Serra do Sul,"25,19","17,31",9,
PR,Flor da Serra do Sul,"28,41","18,76",10,
PR,Flor da Serra do Sul,"28,41",19,11,
PR,Flor da Serra do Sul,"26,83","18,56",12,
PR,Floraí,"31,54","21,96",1,
PR,Floraí,"31,28","22,5",2,
PR,Floraí,"34,06","23,31",3,
PR,Floraí,"29,94","21,94",4,
PR,Floraí,"25,35","16,52",5,
PR,Floraí,"24,57","13,43",6,
PR,Floraí,"21,72","12,19",7,
PR,Floraí,"29,37","16,52",8,
PR,Floraí,"29,83","18,87",9,
PR,Floraí,"33,74","20,52",10,
PR,Floraí,"31,26","20,37",11,
PR,Floraí,"28,94","20,61",12,
PR,Florestópolis,"33,06","21,52",1,
PR,Florestópolis,"32,17","22,15",2,
PR,Florestópolis,"34,48","23,22",3,
PR,Florestópolis,"31,2","20,78",4,
PR,Florestópolis,"27,39","15,96",5,
PR,Florestópolis,"25,78","12,89",6,
PR,Florestópolis,"23,54","13,89",7,
PR,Florestópolis,"29,76","14,31",8,
PR,Florestópolis,"31,22","17,09",9,
PR,Florestópolis,"34,7","19,11",10,
PR,Florestópolis,"32,56","20,13",11,
PR,Florestópolis,"30,98","21,13",12,
PR,Flórida,"31,81","22,13",1,
PR,Flórida,"31,52","22,56",2,
PR,Flórida,"34,2","23,3",3,
PR,Flórida,"30,3","21,91",4,
PR,Flórida,"25,81","16,81",5,
PR,Flórida,"24,98","13,81",6,
PR,Flórida,"22,09","12,44",7,
PR,Flórida,"29,41","16,46",8,
PR,Flórida,"29,94","18,85",9,
PR,Flórida,"33,81","20,59",10,
PR,Flórida,"31,43","20,28",11,
PR,Flórida,"29,09","20,48",12,
PR,Formosa do Oeste,31,"20,56",1,
PR,Formosa do Oeste,"30,61","21,31",2,
PR,Formosa do Oeste,"32,19","22,41",3,
PR,Formosa do Oeste,"29,19","20,56",4,
PR,Formosa do Oeste,23,"13,94",5,
PR,Formosa do Oeste,"20,67","10,93",6,
PR,Formosa do Oeste,"16,48","8,33",7,
